"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"7403","ナノアンドロイド","10","技能","9659","ナノドライブ","造技","威力：Ｓ（速）　対象：敵ランダム4回　属性：ナノ
量子化状態で繰り出される既存科学の枠を超えた乱撃","0","0","10","","60","纳米仿生人","纳米驱动","造技","威力：Ｓ（速）　対象：敵ランダム4回　属性：ナノ
在量子化状态下进行的超越现有科学范畴的乱击"
"7404","射撃型ロイド","2","技能","9660","ビームライフル","造技","威力：Ｂ（器）　対象：敵単体　属性：雷・水
強力なビームを発射する射撃兵器","0","0","5","","60","射击型机器人","光束步枪","造技","威力：Ｂ（器）　対象：敵単体　属性：雷・水
发射强力光束的射击武器"
"7404","射撃型ロイド","3","能力","279","器用さ20%アップ","職技アビリティ","器用さが20%アップする","","","","5","2","射击型机器人","灵巧提升20%","职技能力","灵巧提升20%"
"7404","射撃型ロイド","4","能力","6951","支援ビット","職技アビリティ","支援ビットが毎ターン終了時に敵全体を攻撃する","","","","6","2","射击型机器人","支援比特","职技能力","支援比特在每回合结束时攻击全体敌人"
"7404","射撃型ロイド","5","技能","9665","マイクロミサイル","造技","威力：Ｃ（器）　対象：敵全体　属性：炎
多数の小型ミサイルを敵集団に撃ち込む兵器","0","0","5","","60","射击型机器人","微型导弹","造技","威力：Ｃ（器）　対象：敵全体　属性：炎
向敌群发射大量小型导弹的武器"
"7404","射撃型ロイド","6","技能","9777","ソフィスティケイト","特技","対象：使用者　効果：器用さ・素早さアップ
精神を集中し、次のターンの器用さと素早さを爆発的にアップさせる","0","0","4","","63","射击型机器人","精密提升","特技","対象：使用者　効果：器用さ・素早さアップ
集中精神，使下一回合的灵巧和敏捷爆发性提升"
"7404","射撃型ロイド","7","能力","416","「マキナ」使用可能","職技アビリティ","「マキナ」が使用可能になる","","","","5","2","射击型机器人","可以使用「器械」","职技能力","可以使用「器械」"
"7404","射撃型ロイド","8","能力","843","造技ブースター","特殊アビリティ","「造技」によるダメージが15%アップする","","","","10","5","射击型机器人","造技增强","特殊能力","「造技」造成的伤害提升15%"
"7404","射撃型ロイド","9","能力","397","マキナブースター","職技アビリティ","「マキナ」によるダメージが15%アップする","","","","10","2","射击型机器人","器械增强","职技能力","「器械」造成的伤害提升15%"
"7404","射撃型ロイド","10","能力","6959","多重ロックオン","職技アビリティ","敵複数時、銃技・マキナ・造技の威力が15%アップする","","","","6","2","射击型机器人","多重锁定","职技能力","敌人为复数时，铳技・器械・造技的威力提升15%"
"7405","バスターロイド","2","技能","9661","メガビームキャノン","造技","威力：Ｓ（器）　対象：敵単体　属性：雷・水
極めて破壊力の高いビームを照射する高出力射撃兵器","0","0","10","","60","破坏者机器人","巨型光束加农炮","造技","威力：Ｓ（器）　対象：敵単体　属性：雷・水
照射极高破坏力的光束的高出力射击武器"
"7405","バスターロイド","3","能力","280","器用さ30%アップ","職技アビリティ","器用さが30%アップする","","","","7","2","破坏者机器人","灵巧提升30%","职技能力","灵巧提升30%"
"7405","バスターロイド","4","能力","6952","バスタービット","職技アビリティ","バスタービットが毎ターン終了時に敵全体を攻撃する","","","","12","2","破坏者机器人","破坏比特","职技能力","破坏比特在每回合结束时攻击全体敌人"
"7405","バスターロイド","5","技能","9666","ミサイルスプラッシュ","造技","威力：Ａ（器）　対象：敵全体　属性：炎
多段式ミサイルを雨のように発射する掃討兵器","0","0","8","","60","破坏者机器人","导弹溅射","造技","威力：Ａ（器）　対象：敵全体　属性：炎
发射多段式导弹如雨般扫荡敌人的武器"
"7405","バスターロイド","6","能力","7917","二刀流","特殊アビリティ","武器を両手に装備できる","","","","12","5","破坏者机器人","二刀流","特殊能力","可以双手装备武器"
"7405","バスターロイド","7","能力","6875","絶技コンバーター","職技アビリティ","器用さと素早さが1.5倍になるが、攻撃力と魔力が半分になる","","","","10","2","破坏者机器人","绝技转换器","职技能力","器用さと素早さが1.5倍になるが、攻撃力と魔力が半分になる"
"7405","バスターロイド","8","能力","844","造技ハイブースター","特殊アビリティ","「造技」によるダメージが30%アップする","","","","20","5","破坏者机器人","造技高级增强","特殊能力","「造技」造成的伤害提升30%"
"7405","バスターロイド","9","能力","398","マキナハイブースター","職技アビリティ","「マキナ」によるダメージが30%アップする","","","","20","2","破坏者机器人","器械高级增强","职技能力","「器械」造成的伤害提升30%"
"7405","バスターロイド","10","能力","6960","フルロックオン","職技アビリティ","敵複数時、銃技・マキナ・造技の威力が30%アップする","","","","12","2","破坏者机器人","全锁定","职技能力","敌人为复数时，铳技・器械・造技的威力提升30%"
"7406","近接型ロイド","2","技能","9669","ビームソード","造技","威力：Ｃ（力or器）　対象：敵全体　属性：雷・水
ビームで形成された刃で敵集団を斬りつける近接兵器","0","0","5","","60","近战型机器人","光束剑","造技","威力：Ｃ（力or器）　対象：敵全体　属性：雷・水
用光束形成的刀刃斩击敌群的近战武器"
"7406","近接型ロイド","3","能力","67","攻撃力20%アップ","戦技アビリティ","攻撃力が20%アップする","","","","5","1","近战型机器人","攻击力提升20%","战技能力","攻击力提升20%"
"7406","近接型ロイド","3","能力","545","防御力20%アップ","防御アビリティ","防御力が20%アップする","","","","5","4","近战型机器人","防御力提升20%","防御能力","防御力提升20%"
"7406","近接型ロイド","4","能力","7733","CIWS","防御アビリティ","敵の攻撃を遮断するカウンター攻撃を行う","","","","6","4","近战型机器人","CIWS","防御能力","进行阻挡敌人攻击的反击"
"7406","近接型ロイド","5","能力","746","戦闘開始時SP増加","特殊アビリティ","戦闘開始時のSPが増加する","","","","10","5","近战型机器人","战斗开始时SP增加","特殊能力","战斗开始时的SP增加"
"7406","近接型ロイド","6","能力","7738","フルシールド","防御アビリティ","戦闘開始から2ターン、被ダメージが1/4になる","","","","10","4","近战型机器人","全盾","防御能力","戦闘開始から2ターン、被ダメージが1/4になる"
"7406","近接型ロイド","7","能力","212","「剣」装備可能","戦技アビリティ","「剣」「騎士剣」が装備可能になる","","","","5","1","近战型机器人","可以装备「剑」","战技能力","变得可以装备「剑」「骑士剑」"
"7406","近接型ロイド","8","能力","6333","ヘビィアタック","戦技アビリティ","全スキルの消費SPが2倍になるが、攻撃力は1.5倍になる","","","","10","1","近战型机器人","重攻击","战技能力","全スキルの消費SPが2倍になるが、攻撃力は1.5倍になる"
"7406","近接型ロイド","9","能力","163","剣ブースター","戦技アビリティ","剣装備時、その武器によるダメージが15%アップする","","","","10","1","近战型机器人","剑增强","战技能力","装备剑时，该武器造成的伤害提升15%"
"7406","近接型ロイド","9","能力","843","造技ブースター","特殊アビリティ","「造技」によるダメージが15%アップする","","","","10","5","近战型机器人","造技增强","特殊能力","「造技」造成的伤害提升15%"
"7406","近接型ロイド","10","能力","6955","アシストバルカン","職技アビリティ","造技使用後、アシストバルカンが発動する","","","","6","2","近战型机器人","辅助火神","职技能力","造技使用后，辅助火神发动"
"7407","アサルトロイド","2","技能","9670","ビームバスターソード","造技","威力：Ａ（力or器）　対象：敵全体　属性：雷・水
高出力の巨大ビームソードを一閃させる掃討兵器","0","0","8","","60","突击机器人","光束破坏剑","造技","威力：Ａ（力or器）　対象：敵全体　属性：雷・水
高输出的大型光束剑一闪而过的扫荡兵器"
"7407","アサルトロイド","3","能力","68","攻撃力30%アップ","戦技アビリティ","攻撃力が30%アップする","","","","7","1","突击机器人","攻击力提升30%","战技能力","攻击力提升30%"
"7407","アサルトロイド","3","能力","546","防御力30%アップ","防御アビリティ","防御力が30%アップする","","","","7","4","突击机器人","防御力提升30%","防御能力","防御力提升30%"
"7407","アサルトロイド","4","能力","7734","アドバンスドCIWS","防御アビリティ","敵の攻撃を遮断するカウンター攻撃を行う","","","","12","4","突击机器人","高级CIWS","防御能力","进行阻挡敌人攻击的反击"
"7407","アサルトロイド","5","能力","747","戦闘開始時SP最大","特殊アビリティ","戦闘開始時のSPが最大になる","","","","20","5","突击机器人","战斗开始时SP最大","特殊能力","战斗开始时SP达到最大"
"7407","アサルトロイド","6","能力","7739","メガビームシールド","防御アビリティ","戦闘開始から2ターン、被ダメージが1/10になる","","","","15","4","突击机器人","巨型光束盾","防御能力","戦闘開始から2ターン、被ダメージが1/10になる"
"7407","アサルトロイド","7","能力","230","「剣技」使用可能","戦技アビリティ","「剣技」が使用可能になる","","","","5","1","突击机器人","「剑技」可以使用","战技能力","可以使用「剑技」"
