"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"2510","忍虚狸","防具","1919","氷の魔女のパンツ","可偷内裤","忍虚狸","冰之魔女的内裤"
"2511","化虚狸","物品","934","カオストパーズ","掉落","化虚狸","混沌黄玉"
"2511","化虚狸","物品","826","白面のしっぽ","掉落","化虚狸","白面的尾巴"
"2511","化虚狸","物品","3168","土無効の絶秘石","掉落","化虚狸","土无效的绝秘石"
"2511","化虚狸","物品","22","万能薬","可偷物品","化虚狸","万能药"
"2511","化虚狸","防具","1613","扇の勲章","可偷物品","化虚狸","扇之勋章"
"2511","化虚狸","物品","395","お好み焼き","可偷食材","化虚狸","御好烧"
"2511","化虚狸","物品","69","土流橙土石","可偷素材","化虚狸","土流橙土石"
"2512","酒天隠神","物品","458","超絶美酒・夢天","掉落","酒天隐神","超绝美酒・梦天"
"2512","酒天隠神","物品","826","白面のしっぽ","掉落","酒天隐神","白面的尾巴"
"2512","酒天隠神","物品","2950","魔法剣の絶秘石","掉落","酒天隐神","魔法剑的绝秘石"
"2512","酒天隠神","物品","9","エリクサー","可偷物品","酒天隐神","圣灵药"
"2512","酒天隠神","防具","1511","土のリング","可偷物品","酒天隐神","土之戒指"
"2512","酒天隠神","物品","431","ヤマタイ酒","可偷食材","酒天隐神","邪马台酒"
"2512","酒天隠神","物品","69","土流橙土石","可偷素材","酒天隐神","土流橙土石"
"2512","酒天隠神","防具","1920","天使兵のパンツ","可偷内裤","酒天隐神","天使兵的内裤"
"2513","黒虚狸","物品","9","エリクサー","掉落","黑虚狸","圣灵药"
"2513","黒虚狸","物品","826","白面のしっぽ","掉落","黑虚狸","白面的尾巴"
"2513","黒虚狸","物品","3704","テラに親しむ者の絶秘石","掉落","黑虚狸","大地亲和者的绝秘石"
"2513","黒虚狸","防具","1921","トリニティのパンツ","可偷内裤","黑虚狸","三位一体的内裤"
"2514","天照の虚像","物品","936","カオスダイヤモンド","掉落","天照的虚像","混沌钻石"
"2514","天照の虚像","物品","867","古神の依代","掉落","天照的虚像","古神的依代"
"2514","天照の虚像","防具","1094","虹の髪飾り","掉落","天照的虚像","虹制发饰"
"2514","天照の虚像","物品","6","イリアスの霊薬","可偷物品","天照的虚像","伊莉娅丝的灵药"
"2514","天照の虚像","防具","1063","秘宝のかんざし","可偷物品","天照的虚像","秘宝发簪"
"2514","天照の虚像","物品","372","うな重","可偷食材","天照的虚像","鳗鱼饭"
"2514","天照の虚像","物品","250","神代紙","可偷素材","天照的虚像","神代纸"
"2514","天照の虚像","防具","1969","くのいちハーピーのパンツ","可偷内裤","天照的虚像","女忍哈比的内裤"
"2515","虚忍エルフ","物品","902","最終薬草","掉落","虚忍精灵","最终药草"
"2515","虚忍エルフ","物品","821","神の涙石","掉落","虚忍精灵","神的泪石"
"2515","虚忍エルフ","物品","3080","回避の絶秘石","掉落","虚忍精灵","回避的绝秘石"
"2515","虚忍エルフ","物品","102","風魔手裏剣","可偷物品","虚忍精灵","风魔手里剑"
"2515","虚忍エルフ","防具","1298","忍者刀の秘伝書","可偷物品","虚忍精灵","忍者刀之秘传书"
"2515","虚忍エルフ","物品","361","おにぎり","可偷食材","虚忍精灵","饭团"
"2515","虚忍エルフ","物品","230","涙の魔石","可偷素材","虚忍精灵","泪的魔石"
"2515","虚忍エルフ","防具","1917","黒薔薇のパンツ","可偷内裤","虚忍精灵","黑蔷薇的内裤"
"2516","虚忍エルフ","物品","906","ファイナルドリンク","掉落","虚忍精灵","最终饮料"
"2516","虚忍エルフ","物品","821","神の涙石","掉落","虚忍精灵","神的泪石"
"2516","虚忍エルフ","物品","3086","魔法回避の絶秘石","掉落","虚忍精灵","魔法回避的绝秘石"
"2516","虚忍エルフ","物品","102","風魔手裏剣","可偷物品","虚忍精灵","风魔手里剑"
"2516","虚忍エルフ","防具","1551","ブラインガード","可偷物品","虚忍精灵","失明防护"
"2516","虚忍エルフ","物品","368","お寿司","可偷食材","虚忍精灵","寿司"
"2516","虚忍エルフ","物品","230","涙の魔石","可偷素材","虚忍精灵","泪的魔石"
"2516","虚忍エルフ","防具","1917","黒薔薇のパンツ","可偷内裤","虚忍精灵","黑蔷薇的内裤"
"2517","虚忍エルフ","物品","372","うな重","掉落","虚忍精灵","鳗鱼饭"
"2517","虚忍エルフ","物品","821","神の涙石","掉落","虚忍精灵","神的泪石"
"2517","虚忍エルフ","物品","3162","風無効の絶秘石","掉落","虚忍精灵","风无效的绝秘石"
"2517","虚忍エルフ","物品","102","風魔手裏剣","可偷物品","虚忍精灵","风魔手里剑"
"2517","虚忍エルフ","防具","1553","サイレスガード","可偷物品","虚忍精灵","沉默防护"
"2517","虚忍エルフ","物品","389","味噌汁","可偷食材","虚忍精灵","味噌汤"
"2517","虚忍エルフ","物品","230","涙の魔石","可偷素材","虚忍精灵","泪的魔石"
"2517","虚忍エルフ","防具","1917","黒薔薇のパンツ","可偷内裤","虚忍精灵","黑蔷薇的内裤"
"2518","虚忍サキュバス","物品","460","しあわせミルク","掉落","虚忍魅魔","幸福牛奶"
"2518","虚忍サキュバス","物品","844","大淫魔の尻尾","掉落","虚忍魅魔","大淫魔的尾巴"
"2518","虚忍サキュバス","物品","3988","サキュバスのための絶秘石","掉落","虚忍魅魔","魅魔的绝秘石"
"2518","虚忍サキュバス","物品","102","風魔手裏剣","可偷物品","虚忍魅魔","风魔手里剑"
"2518","虚忍サキュバス","防具","1240","快楽の書","可偷物品","虚忍魅魔","快乐之书"
"2518","虚忍サキュバス","物品","361","おにぎり","可偷食材","虚忍魅魔","饭团"
"2518","虚忍サキュバス","物品","222","艶めかしい尻尾","可偷素材","虚忍魅魔","艳丽的尾巴"
"2518","虚忍サキュバス","防具","1913","蛇骨パンツ","可偷内裤","虚忍魅魔","蛇骨内裤"
"2519","虚忍ハーピー","物品","457","妖精のパフェ","掉落","虚忍哈比","妖精的芭菲"
"2519","虚忍ハーピー","物品","829","蒼天の羽根","掉落","虚忍哈比","苍天的羽毛"
"2519","虚忍ハーピー","物品","3832","忍者のための絶秘石","掉落","虚忍哈比","忍者的绝秘石"
"2519","虚忍ハーピー","物品","102","風魔手裏剣","可偷物品","虚忍哈比","风魔手里剑"
"2519","虚忍ハーピー","防具","1177","身代わり型代","可偷物品","虚忍哈比","替身型代"
"2519","虚忍ハーピー","物品","384","さしみ","可偷食材","虚忍哈比","生鱼片"
"2519","虚忍ハーピー","物品","227","輝く羽根","可偷素材","虚忍哈比","闪耀的羽毛"
"2519","虚忍ハーピー","防具","1914","格闘淫魔のパンツ","可偷内裤","虚忍哈比","格斗淫魔的内裤"
"2520","虚忍スキュラ","物品","454","古代寿司","掉落","虚忍斯库拉","古代寿司"
"2520","虚忍スキュラ","物品","827","深淵の触手","掉落","虚忍斯库拉","深渊的触手"
"2520","虚忍スキュラ","物品","2512","器用さの絶秘石","掉落","虚忍斯库拉","灵巧的绝秘石"
"2520","虚忍スキュラ","物品","102","風魔手裏剣","可偷物品","虚忍斯库拉","风魔手里剑"
"2520","虚忍スキュラ","防具","1190","居合いの眼帯","可偷物品","虚忍斯库拉","居合的眼罩"
"2520","虚忍スキュラ","物品","385","焼き鳥","可偷食材","虚忍斯库拉","烤鸡串"
"2520","虚忍スキュラ","物品","202","巻き付く触手","可偷素材","虚忍斯库拉","缠绕的触手"
"2520","虚忍スキュラ","防具","1915","格闘妖魔のパンツ","可偷内裤","虚忍斯库拉","格斗妖魔的内裤"
"2521","虚忍アラクネ","物品","456","究極の牛丼","掉落","虚忍阿拉克涅","究极牛丼"
"2521","虚忍アラクネ","物品","830","究極の針","掉落","虚忍阿拉克涅","究极的针"
"2521","虚忍アラクネ","物品","2590","スロウ付加の絶秘石","掉落","虚忍阿拉克涅","减速附加的绝秘石"
"2521","虚忍アラクネ","物品","102","風魔手裏剣","可偷物品","虚忍阿拉克涅","风魔手里剑"
"2521","虚忍アラクネ","防具","1104","痛恨の形代","可偷物品","虚忍阿拉克涅","痛恨的替身"
"2521","虚忍アラクネ","物品","400","おそば","可偷食材","虚忍阿拉克涅","荞麦面"
"2521","虚忍アラクネ","物品","175","蜘蛛の糸","可偷素材","虚忍阿拉克涅","蜘蛛之丝"
"2521","虚忍アラクネ","防具","1016","パワーリスト","可偷内裤","虚忍阿拉克涅","力量护腕"
"2522","無想陰姫","物品","921","力の神種","掉落","无想阴姬","力量的神种"
"2522","無想陰姫","物品","821","神の涙石","掉落","无想阴姬","神的泪石"
"2522","無想陰姫","物品","2186","ボス特攻の絶秘石","掉落","无想阴姬","Boss特攻的绝秘石"
"2522","無想陰姫","防具","1918","黒のアリスのパンツ","可偷内裤","无想阴姬","黑之爱丽丝的内裤"
"2523","伊邪那美の虚像","物品","937","カオスクリスタル","掉落","伊邪那美的虚像","混沌水晶"
"2523","伊邪那美の虚像","物品","867","古神の依代","掉落","伊邪那美的虚像","古神的依代"
"2523","伊邪那美の虚像","防具","1098","虹の勾玉","掉落","伊邪那美的虚像","虹制勾玉"
"2523","伊邪那美の虚像","物品","9","エリクサー","可偷物品","伊邪那美的虚像","圣灵药"
"2523","伊邪那美の虚像","防具","1248","氷の極意書","可偷物品","伊邪那美的虚像","冰之极意书"
"2523","伊邪那美の虚像","物品","362","特上おにぎり","可偷食材","伊邪那美的虚像","特级饭团"
"2523","伊邪那美の虚像","物品","81","輝晶黒闇石","可偷素材","伊邪那美的虚像","辉晶黑暗石"
"2524","勇者の虚骸","物品","10","ラストエリクサー","掉落","勇者的虚骸","最终圣灵药"
"2524","勇者の虚骸","物品","877","勇者の魂","掉落","勇者的虚骸","勇者的魂"
"2524","勇者の虚骸","物品","2283","天使特攻の極秘石","掉落","勇者的虚骸","天使特攻的极秘石"
"2525","黄金八尾","物品","934","カオストパーズ","掉落","黄金八尾","混沌黄玉"
"2525","黄金八尾","物品","826","白面のしっぽ","掉落","黄金八尾","白面的尾巴"
"2525","黄金八尾","物品","4030","妖狐のための絶秘石","掉落","黄金八尾","妖狐的绝秘石"
"2525","黄金八尾","防具","1943","ミュゼットのパンツ","可偷内裤","黄金八尾","缪泽特的内裤"
"2526","メギドサキュバス","物品","460","しあわせミルク","掉落","米吉多魅魔","幸福牛奶"
"2526","メギドサキュバス","物品","844","大淫魔の尻尾","掉落","米吉多魅魔","大淫魔的尾巴"
"2526","メギドサキュバス","物品","2729","淫技の絶秘石","掉落","米吉多魅魔","淫技的绝秘石"
"2526","メギドサキュバス","物品","22","万能薬","可偷物品","米吉多魅魔","万能药"
"2526","メギドサキュバス","防具","1544","エクスタスガード","可偷物品","米吉多魅魔","绝顶防护"
"2526","メギドサキュバス","物品","425","パフェ","可偷食材","米吉多魅魔","芭菲"
"2526","メギドサキュバス","物品","243","禍々しい結晶","可偷素材","米吉多魅魔","不祥的结晶"
"2526","メギドサキュバス","防具","1942","リラのパンツ","可偷内裤","米吉多魅魔","莉拉的内裤"
"2527","メギドセントール","物品","906","ファイナルドリンク","掉落","米吉多半人马","最终饮料"
"2527","メギドセントール","物品","845","神獣の爪","掉落","米吉多半人马","神兽的爪"
"2527","メギドセントール","物品","2332","槍技の絶秘石","掉落","米吉多半人马","枪技的绝秘石"
"2527","メギドセントール","物品","8","バーストドリンク","可偷物品","米吉多半人马","爆发饮料"
"2527","メギドセントール","防具","1135","気合いのリング","可偷物品","米吉多半人马","气势戒指"
"2527","メギドセントール","物品","310","にんじん","可偷食材","米吉多半人马","胡萝卜"
"2527","メギドセントール","物品","173","丈夫な蹄","可偷素材","米吉多半人马","坚固的蹄"
"2528","カオスエイビス","物品","930","カオスルビー","掉落","混沌龙鸟","混沌红宝石"
"2528","カオスエイビス","物品","833","竜王の牙","掉落","混沌龙鸟","龙王的牙齿"
"2528","カオスエイビス","物品","3506","ブレスの絶秘石","掉落","混沌龙鸟","吐息的绝秘石"
"2528","カオスエイビス","物品","3","究極薬草","可偷物品","混沌龙鸟","究极药草"
