"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"7049","オールジョブラウンダー","9","技能","9372","全体化:ファイナルドリンク","EXアイテム","対象：味方全体　効果：最大SPの200%まで回復
ファイナルドリンクの効果を全体化する","0","0","0","","35","全能职业者","全体化:ファイナルドリンク","EX物品","対象：味方全体　効果：最大SPの200%まで回復
将最终饮料的效果全体化"
"7049","オールジョブラウンダー","10","技能","9498","待機患者大救済","医術","対象：控えメンバー全員　効果：HP・SP大回復・全状態異常治療
待機しているメンバーをまとめて治療する医師の秘術","0","0","10","","45","全能职业者","替补患者大救济","医术","対象：控えメンバー全員　効果：HP・SP大回復・全状態異常治療
一次性治疗所有待机成员的医师秘术"
"7049","オールジョブラウンダー","11","技能","9506","メイドナースのハーレムナイトメア","御奉仕","威力：ＳＳＳ（器）　対象：敵全体　属性：ナイトメア　効果：敏感・恍惚・誘惑
ハーレムの快楽をもたらすメイドの奉仕奥義","0","0","21","","46","全能职业者","女仆护士的后宫噩梦","侍奉","威力：ＳＳＳ（器）　対象：敵全体　属性：ナイトメア　効果：敏感・恍惚・誘惑
带来哈雷姆快乐的女仆侍奉奥义"
"7049","オールジョブラウンダー","12","能力","8230","シェフチェーン","特殊アビリティ","「商技」の後に「料理」を発動できる","","","","10","5","全能职业者","厨师链","特殊能力","「商技」之后可以发动「料理」"
"7049","オールジョブラウンダー","12","能力","8231","メイドチェーン","特殊アビリティ","「御奉仕」の後に「オラクル」を発動できる","","","","10","5","全能职业者","女仆链","特殊能力","「侍奉」之后可以发动「神谕」"
"7049","オールジョブラウンダー","12","能力","8232","ドクターチェーン","特殊アビリティ","「医術」の後に「話す」を発動できる","","","","10","5","全能职业者","医生链","特殊能力","「医术」之后可以发动「交谈」"
"7049","オールジョブラウンダー","13","技能","9356","巨人の秘薬購入","商技","対象：味方全体　効果：最大HP1.5倍
巨人の秘薬を購入し、即座に使用する","0","0","0","","34","全能职业者","购买巨人的秘药","商技","対象：味方全体　効果：最大HP1.5倍
购买巨人的秘药并立即使用"
"7049","オールジョブラウンダー","13","技能","9358","賢者の秘薬購入","商技","対象：味方全体　効果：最大MP1.5倍
賢者の秘薬を購入し、即座に使用する","0","0","0","","34","全能职业者","购买贤者的秘药","商技","対象：味方全体　効果：最大MP1.5倍
购买贤者的秘药并立即使用"
"7049","オールジョブラウンダー","13","技能","9360","闘士の秘薬購入","商技","対象：味方全体　効果：最大SP1.5倍
闘士の秘薬を購入し、即座に使用する","0","0","0","","34","全能职业者","购买斗士的秘药","商技","対象：味方全体　効果：最大SP1.5倍
购买了斗士的秘药，并立即使用"
"7049","オールジョブラウンダー","14","能力","757","職業経験値3倍","特殊アビリティ","獲得する職業経験値が3倍になる","","","","30","5","全能职业者","职业经验值3倍","特殊能力","获得职业经验值变为3倍"
"7049","オールジョブラウンダー","14","能力","6889","一意専心","職技アビリティ","敵単体時、全職技の威力が30%アップする","","","","10","2","全能职业者","一心一意","职技能力","敌人为单体时，所有职技威力提升30%"
"7049","オールジョブラウンダー","15","技能","3153","ハードジョブモード","特技","対象：使用者　効果：2回行動・職技連続発動・SPターン回復
行動回数が増えるが、HPを消費していく","0","0","2","","63","全能职业者","硬核工作模式","特技","対象：使用者　効果：2回行動・職技連続発動・SPターン回復
行动次数增加，但会消耗HP"
"7049","オールジョブラウンダー","15","能力","7118","全職技スキル使用可能","職技アビリティ","全職技スキルが使用可能になる","","","","20","2","全能职业者","全职技技能可用","职技能力","全职技技能变为可用"
"7049","オールジョブラウンダー","15","能力","9850","オールジョブラウンダーの証","マスターアビリティ","職技APの最大値が10上昇し、職技ダメージが20%アップ","","","","0","999","全能职业者","全能职业者的证明","大师能力","职技AP的最大值提升10，职技伤害增加20%"
"7050","覇王","2","能力","8524","王の備え","特殊アビリティ","スキルが剣・杖・ロッド装備時の威力になる","","","","4","5","霸王","王的准备","特殊能力","使用技能时视为装备了剑・杖・法杖"
"7050","覇王","2","技能","9522","覇王の親衛隊","王技","威力：４Ｓ（力）　対象：敵ランダム6回　属性：修羅
覇王に付き従う親衛隊の一斉攻撃","0","0","22","","47","霸王","霸王的亲卫队","王技","威力：４Ｓ（力）　対象：敵ランダム6回　属性：修羅
霸王麾下的亲卫队进行齐攻"
"7050","覇王","3","能力","711","毎ターンHP30%回復","特殊アビリティ","ターンごとにHPが30%回復する","","","","30","5","霸王","每回合HP恢复30%","特殊能力","每回合HP恢复30%"
"7050","覇王","3","能力","7894","最大HP・MP・SP20%アップ","特殊アビリティ","最大HP・MP・SPが20%アップする","","","","10","5","霸王","最大HP・MP・SP提升20%","特殊能力","最大HP・MP・SP提升20%"
"7050","覇王","4","技能","9523","覇王の恩寵","王技","対象：味方全体　効果：HP大回復・SP中回復
覇王の恩寵により、味方全体のHPとSPが回復する","0","50","0","","47","霸王","霸王的恩宠","王技","対象：味方全体　効果：HP大回復・SP中回復
霸王的恩宠使我方全体HP和SP回复"
"7050","覇王","5","技能","2412","禁忌法典・天魔覆滅","王技","威力：ＳＳＳ（魔）　対象：敵全体　属性：イオン・永劫　効果：昇天
絶大なる魔力で悪を処断するという禁断の法術","0","40","10","","47","霸王","禁忌法典・天魔覆灭","王技","威力：ＳＳＳ（魔）　対象：敵全体　属性：イオン・永劫　効果：昇天
以巨大的魔力处决邪恶的禁忌法术"
"7050","覇王","6","能力","6917","天地を統べる","職技アビリティ","王技で妖魔・天使に特攻ダメージを与える","","","","2","2","霸王","统御天地","职技能力","王技对妖魔・天使造成特攻伤害"
"7050","覇王","7","能力","7149","王技防御力無視","職技アビリティ","王技で防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","2","霸王","王技防御力无视","职技能力","王技で防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"7050","覇王","8","能力","7690","物理・魔法反射50%","防御アビリティ","物理・魔法攻撃を50%の確率で反射する","","","","30","4","霸王","物理・魔法反射50%","防御能力","物理・魔法攻击50%的概率反射"
"7050","覇王","9","能力","6351","一騎当千","戦技アビリティ","敵複数時、全武技および王技・勇者技の威力が30%アップする
※強敵との戦い・勇者の挑戦系との併用は不可能","","","","10","1","霸王","一骑当千","战技能力","敌人为复数时，所有武技和王技・勇者技的威力提升30%
※无法与强敌对峙・勇者的挑战系技能同时使用"
"7050","覇王","10","技能","9520","魔導王の裁き","王技","威力：ＳＳＳ（魔）　対象：敵全体　属性：核熱・イオン　効果：バーン
魔導王の怒りにより敵を焼き払う奥義","0","80","0","","47","霸王","魔导王的裁决","王技","威力：ＳＳＳ（魔）　対象：敵全体　属性：核熱・イオン　効果：バーン
魔导王的愤怒将敌人烧尽的奥义"
"7050","覇王","11","能力","7133","王技速攻","職技アビリティ","王技が速攻で発動するが、消費SPとMPが1.5倍になる","","","","25","2","霸王","王技速攻","职技能力","王技が速攻で発動するが、消費SPとMPが1.5倍になる"
"7050","覇王","12","能力","8234","王チェーン","特殊アビリティ","「王技」の後に「剣技or黒魔法or聖技」を発動できる","","","","10","5","霸王","王链","特殊能力","「王技」之后可以发动「剑技或黑魔法或圣技」"
"7050","覇王","13","能力","754","経験値3倍","特殊アビリティ","獲得する経験値が3倍になる","","","","30","5","霸王","经验值3倍","特殊能力","获得的经验值变为3倍"
"7050","覇王","13","技能","9519","真・覇王星剣","王技","威力：４Ｓ（力）　対象：敵全体　属性：修羅・核熱
覇王にのみ伝えられ、全てを塵と化す伝説の奥義","0","0","25","","47","霸王","真・霸王星剑","王技","威力：４Ｓ（力）　対象：敵全体　属性：修羅・核熱
只有霸王才能传承，将一切化为尘埃的传说奥义"
"7050","覇王","14","能力","8465","杖ハイマスタリー","特殊アビリティ","杖の装備効果が格段に上昇する","","","","15","5","霸王","杖高级精通","特殊能力","杖的装备效果大幅提升"
"7050","覇王","14","能力","8467","ロッドハイマスタリー","特殊アビリティ","ロッド・魔導剣の装備効果が格段に上昇する","","","","15","5","霸王","法杖高级精通","特殊能力","法杖・魔导剑的装备效果大幅提升"
