"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"种族技","58","植物技","","2905","ツタ蹂躙地獄","藤蔓蹂躏地狱"
"种族技","58","植物技","","2906","ツタ愛撫","藤蔓爱抚"
"种族技","58","植物技","","2907","ツタ吸精","藤蔓吸精"
"种族技","58","植物技","","2908","メルティイビー","梅尔蒂伊比"
"种族技","58","植物技","","2909","レクイエムイビー","镇魂曲毒蜂"
"种族技","58","植物技","","2910","快楽地獄のツタ","快乐地狱的藤蔓"
"种族技","58","植物技","","2911","ツタ巻き付き","藤蔓缠绕"
"种族技","58","植物技","","2912","オールバインド","全体束缚"
"种族技","58","植物技","","2913","淫花吸精",""
"种族技","58","植物技","","2914","搾死の薔薇","榨死的蔷薇"
"种族技","58","植物技","","2915","九十九乱れ華","九十九乱华"
"种族技","58","植物技","","2916","散花",""
"种族技","58","植物技","","2917","花葬",""
"种族技","58","植物技","","2918","魔花の搾檻","魔花榨槛"
"种族技","58","植物技","","2919","魔性の棘","魔性之棘"
"种族技","58","植物技","","2920","冥府の棘","冥府之棘"
"种族技","58","植物技","","2921","陶酔の芳香","陶醉的芳香"
"种族技","58","植物技","","2922","フラワーフレグランス","花之芬芳"
"种族技","58","植物技","","2923","失禁の魔香","失禁之魔香"
"种族技","58","植物技","","2924","眠りの花粉","睡眠的花粉"
"种族技","58","植物技","","2925","石化の花粉","石化的花粉"
"种族技","58","植物技","","2926","アズテックローズ","阿兹特克蔷薇"
"种族技","58","植物技","","2927","終末の芳香","终末芳香"
"种族技","58","植物技","","2928","苗床の抱擁","苗床拥抱"
"种族技","58","植物技","","2929","胞子苗床地獄","孢子苗床地狱"
"种族技","58","植物技","","2930","マンドラゴラの叫び","曼德拉草的呼喊"
"种族技","58","植物技","","2931","陶酔のウツボカズラ","陶醉的猪笼草"
"种族技","58","植物技","","2932","ビーナストラップ","维纳斯陷阱"
"种族技","58","植物技","","2933","ビーナスネペンテス","维纳斯之花"
"种族技","58","植物技","","2934","癒しの蜜","治愈之蜜"
"种族技","58","植物技","","2935","祝福の蜜","祝福之蜜"
"种族技","58","植物技","","2936","奇跡の蜜","奇迹的蜜"
"种族技","58","植物技","","2937","治療の蜜","治疗的蜜"
"种族技","58","植物技","","2938","快癒の蜜","快愈的蜜"
"种族技","58","植物技","","2939","女王花の蜜","女王花的蜜"
"种族技","58","植物技","","2940","世界樹の蜜","世界树的蜜"
"种族技","58","植物技","","2941","胞子乱舞",""
"种族技","58","植物技","","2942","虫技殺し","虫技杀"
"种族技","58","植物技","","4388","ボス回復：癒しの蜜",""
"种族技","58","植物技","","4389","ボス回復：祝福の蜜",""
"种族技","58","植物技","","4390","ボス回復：奇跡の蜜",""
"种族技","58","植物技","","4391","ボス回復：女王花の蜜",""
"种族技","58","植物技","","4392","ボス回復：世界樹の蜜",""
"种族技","58","植物技","","4601","苗床の抱擁","苗床拥抱"
"种族技","58","植物技","","5825","ランパスドロップ","兰帕丝蜜糖"
"种族技","58","植物技","","8826","発動：弱化の花粉",""
"种族技","58","植物技","","8883","強化：世界樹の蜜",""
"种族技","58","植物技","","8886","強化：快癒の蜜",""
"种族技","58","植物技","","8887","強化：女王花の蜜",""
"种族技","58","植物技","","9620","破壊のツタ","破坏之藤"
"种族技","58","植物技","","9621","全てを壊し尽くすツタ","毁灭一切的藤蔓"
"种族技","58","植物技","","9622","緑竜","绿龙"
"种族技","58","植物技","","9623","大地を覆う搾精のツタ","覆盖大地的榨精藤蔓"
"种族技","58","植物技","","9624","妖花繚乱","妖花缭乱"
"种族技","58","植物技","","9625","慈愛の聖花","慈爱的圣花"
"种族技","58","植物技","","9626","終末昇天花","终末升天花"
"种族技","58","植物技","","9627","華音の吐息","华音的吐息"
"种族技","58","植物技","","9628","発動：華音の吐息",""
"种族技","58","植物技","","9629","丸呑みの聖果実","吞噬的圣果实"
"种族技","58","植物技","","9630","ラストネペンテス","最终食人花"
"种族技","58","植物技","","9631","華音の右手と左手","华音的右手与左手"
"种族技","58","植物技","","9632","緑竜波","绿龙波"
"种族技","59","屍技","尸技","2945","しがみつき","紧抱"
"种族技","59","屍技","尸技","2946","毒の抱擁","毒之拥抱"
"种族技","59","屍技","尸技","2947","感染抱擁","感染拥抱"
"种族技","59","屍技","尸技","2948","むしゃぶりつき","猛吸"
"种族技","59","屍技","尸技","2949","ネクロファング","死灵之牙"
"种族技","59","屍技","尸技","2950","マッドネスグレイブ","疯狂之刃"
"种族技","59","屍技","尸技","2951","包帯撃","绷带击"
"种族技","59","屍技","尸技","2952","包帯乱舞","绷带乱舞"
"种族技","59","屍技","尸技","2953","鬼火",""
"种族技","59","屍技","尸技","2954","エビルフィアー","邪恶之炎"
"种族技","59","屍技","尸技","2955","バーンソウル","燃烧灵魂"
"种族技","59","屍技","尸技","2956","アークインフェルノ","地狱之炎"
"种族技","59","屍技","尸技","2957","ファラオの呪い","法老的诅咒"
"种族技","59","屍技","尸技","2958","ソーラーエクリプス","日食"
"种族技","59","屍技","尸技","2959","憑依","附身"
"种族技","59","屍技","尸技","2960","毒のキッス","毒吻"
"种族技","59","屍技","尸技","2961","渇望の口淫","渴望的口交"
"种族技","59","屍技","尸技","2962","背徳の電気按摩","背德的电击按摩"
"种族技","59","屍技","尸技","2963","実りなき生殖","无果的生殖"
"种族技","59","屍技","尸技","2964","ミイラバンデージ","木乃伊捆绑"
"种族技","59","屍技","尸技","2965","ミイラパッケージ","木乃伊包裹"
"种族技","59","屍技","尸技","2966","ゴーストタッチ","幽灵之触"
"种族技","59","屍技","尸技","2967","ゴーストリップ","幽灵剥离"
"种族技","59","屍技","尸技","2968","ゴーストレイプ","幽灵强奸"
"种族技","59","屍技","尸技","2969","びっくり箱","惊吓箱"
"种族技","59","屍技","尸技","2970","ミミックボア","宝箱怪吞噬"
"种族技","59","屍技","尸技","2971","パンドラボア","潘多拉吞噬"
"种族技","59","屍技","尸技","2972","霊体化","灵体化"
"种族技","59","屍技","尸技","9635","リビングデッドの狂宴","活死人的狂宴"
"种族技","59","屍技","尸技","9636","カオスオブザデッド","混沌亡者"
"种族技","59","屍技","尸技","9637","冥府の業火","冥府业火"
"种族技","59","屍技","尸技","9638","不滅の呪い","不灭诅咒"
"种族技","59","屍技","尸技","9639","コキュートス","冰结地狱"
"种族技","59","屍技","尸技","9640","ミミックデスシャウト","宝箱怪死亡呐喊"
"种族技","59","屍技","尸技","9641","ミミック無限蝕肉","宝箱怪无限蚀肉"
"种族技","59","屍技","尸技","9642","パンドラレクイエム","潘多拉镇魂曲"
"种族技","60","造技","","2978","マイクロドリル","微型钻头"
"种族技","60","造技","","2979","ドリルアーツ","钻头技艺"
"种族技","60","造技","","2980","火炎放射","火焰喷射"
"种族技","60","造技","","2981","冷凍放射","冷冻喷射"
"种族技","60","造技","","2982","ヒートスマッシュ","热能猛击"
"种族技","60","造技","","2983","ヒートラッシュ","热能冲击"
"种族技","60","造技","","2984","アイススマッシュ","冰冻猛击"
"种族技","60","造技","","2985","アイスチャージ","冰冻充能"
"种族技","60","造技","","2986","分解撃","分解攻击"
"种族技","60","造技","","2987","ドールズシージ","人偶战术"
"种族技","60","造技","","2988","自爆",""
"种族技","60","造技","","2989","ジェノサイドボム","种族灭绝炸弹"
"种族技","60","造技","","2990","マキシマムボム","最大爆炸"
"种族技","60","造技","","2991","次元陥落","次元崩塌"
"种族技","60","造技","","2992","悪夢の捕食人形","恶梦的捕食人偶"
"种族技","60","造技","","2997","ベクターウィルス","矢量病毒"
"种族技","60","造技","","2998","磁気嵐","磁暴"
"种族技","60","造技","","2999","パルスフィールド","脉冲场"
"种族技","60","造技","","3000","フォースフィールド","力场"
"种族技","60","造技","","3001","冷凍光線","冷冻光线"
"种族技","60","造技","","3002","フロストパルサー","霜冻脉冲"
"种族技","60","造技","","3003","イグニッションビット","点火比特"
"种族技","60","造技","","3004","リーサルビット","致命比特"
"种族技","60","造技","","3005","ナノフレア","纳米耀斑"
"种族技","60","造技","","3006","ボーカロイドの口遣い","声乐人偶的口技"
"种族技","60","造技","","3007","ボーカロイドレイプ","声乐人偶强奸"
"种族技","60","造技","","3008","動力補給","动力补给"
"种族技","60","造技","","3009","悪夢の抱擁","恶梦的拥抱"
"种族技","60","造技","","3010","バキュームテイル","真空尾"
"种族技","60","造技","","3011","複乳連姦","双乳连奸"
"种族技","60","造技","","3012","スプラッシュタン","溅射舌"
"种族技","60","造技","","3013","プラントアーム","植物臂"
"种族技","60","造技","","3014","搾精器プリエストラ","榨精器普利埃斯特拉"
"种族技","60","造技","","3015","搾精器ロストエンプレス","榨精器洛斯托恩普雷斯"
"种族技","60","造技","","3016","怪音波",""
"种族技","60","造技","","3017","遺伝子取り込み","遗传子摄取"
"种族技","60","造技","","3018","ジェネアビス","杰内阿比斯"
"种族技","60","造技","","3019","自己再生","自我再生"
"种族技","60","造技","","3020","完全修復","完全修复"
"种族技","60","造技","","3021","リミッター解除","解除限制器"
"种族技","60","造技","","3022","魔導暴走","魔导暴走"
"种族技","60","造技","","3023","遺伝子活性","遗传子活性"
"种族技","60","造技","","4393","ボス回復：自己再生",""
"种族技","60","造技","","4394","ボス回復：完全修復",""
"种族技","60","造技","","5539","搾精器ラテミア","榨精器拉特米亚"
"种族技","60","造技","","8828","発動：マイティミサイル",""
"种族技","60","造技","","8829","支援：支援ビット",""
"种族技","60","造技","","8830","支援：バスタービット",""
"种族技","60","造技","","8831","支援：サテライトビット",""
"种族技","60","造技","","8832","支援：オメガビット",""
"种族技","60","造技","","8833","反撃：CIWS",""
"种族技","60","造技","","8834","反撃：アドバンスドCIWS",""
"种族技","60","造技","","8835","反撃：ハイアドバンスドCIWS",""
"种族技","60","造技","","8836","反撃：オメガCIWS",""
"种族技","60","造技","","8837","支援：アシストバルカン",""
"种族技","60","造技","","8838","支援：アシストバースト",""
"种族技","60","造技","","8839","支援：アシストフルバースト",""
"种族技","60","造技","","8840","支援：アシストギガバースト",""
"种族技","60","造技","","8889","影紬大爆発","影䌷大爆炸"
"种族技","60","造技","","9646","究極人形アーツ","究极人偶技艺"
"种族技","60","造技","","9647","デウスアーツ","神之技艺"
"种族技","60","造技","","9648","終末カーテンコール","终末谢幕"
"种族技","60","造技","","9649","グラビディフィールド","重力领域"
"种族技","60","造技","","9650","グラビディワールド","重力世界"
"种族技","60","造技","","9651","波動砲","波动炮"
"种族技","60","造技","","9652","レーザー","激光"
"种族技","60","造技","","9653","ナノレーザー","纳米激光"
"种族技","60","造技","","9654","マシンガンアーム","机枪手臂"
"种族技","60","造技","","9655","レッグキャノン","腿部加农炮"
"种族技","60","造技","","9656","炸裂徹甲ブレストキャノン","炸裂穿甲爆破加农炮"
"种族技","60","造技","","9657","次元閉遮式レールガン","次元闭遮式轨道炮"
"种族技","60","造技","","9658","オーバーアクセル","超加速"
"种族技","60","造技","","9659","ナノドライブ","纳米驱动"
"种族技","60","造技","","9660","ビームライフル","光束步枪"
"种族技","60","造技","","9661","メガビームキャノン","巨型光束加农炮"
"种族技","60","造技","","9662","ツインビームキャノン","双光束加农炮"
"种族技","60","造技","","9663","試作型ライザーキャノン","试作型雷射加农炮"
