"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"9864","全テヲ識ル者の証","マスターアビリティ","魔法APの最大値が20上昇し、最大MPと魔力が20%アップ
全魔法のダメージが50%アップ","7063:全テヲ識ル者（Lv20）","","0","全知者的证明","大师能力","魔法AP的最大值提升20，最大MP和魔力增加20%
所有魔法伤害增加50%","7063:全知者（Lv20）","","999"
"9865","全テヲ撃チ抜ク者の証","マスターアビリティ","特殊APの最大値が20上昇し、最大SPと器用さが20%アップ
弓技・銃技のダメージが50%アップ","7064:全テヲ撃チ抜ク者（Lv20）","","0","全能击穿者的证明","大师能力","特殊AP的最大值增加20，最大SP和灵巧提升20%
弓技・铳技伤害增加50%","7064:全能击穿者（Lv20）","","999"
"9866","音ヨリモ速キ者の証","マスターアビリティ","防御APの最大値が20上昇し、素早さと器用さが20%アップ
短剣技・盗賊技・忍術のダメージが50%アップ","7065:音ヨリモ速キ者（Lv20）","","0","超音速者的证明","大师能力","防御AP的最大值增加20，敏捷和灵巧提升20%
短剑技・盗贼技・忍术伤害增加50%","7065:超音速者（Lv20）","","999"
"9867","極マリシ偶像の証","マスターアビリティ","職技APの最大値が20上昇し、最大SPと器用さが20%アップ
扇技・踊る・歌うのダメージが50%アップ","7066:極マリシ偶像（Lv20）","","0","极致偶像的证明","大师能力","职业技AP的最大值增加20，最大SP和灵巧提升20%
扇技・舞蹈・歌唱伤害增加50%","7066:极致偶像（Lv20）","","999"
"9868","快楽ヲ極メシ者の証","マスターアビリティ","職技APの最大値が20上昇し、精神力と器用さが20%アップ
淫技・サイコのダメージが50%アップ","7067:快楽ヲ極メシ者（Lv20）","","0","追求快乐者的证明","大师能力","职业技AP的最大值增加20，心灵和灵巧提升20%
淫技・念动伤害增加50%","7067:极乐追求者（Lv20）","","999"
"9869","真理ノ探究者の証","マスターアビリティ","魔法APの最大値が20上昇し、魔力と器用さが20%アップ
魔導科学・錬金術・魔本術・マキナのダメージが50%アップ","7068:真理ノ探究者（Lv20）","","0","真理探究者的证明","大师能力","魔法AP的最大值增加20，魔力和灵巧提升20%
魔导科学・炼金术・魔本术・器械伤害增加50%","7068:真理探究者（Lv20）","","999"
"9870","万職ヲ極メシ仕事人の証","マスターアビリティ","職技APの最大値が20上昇し、最大SPと器用さが20%アップ
全職技のダメージが50%アップ","7069:万職ヲ極メシ仕事人（Lv20）","","0","万职极尽的工匠的证明","大师能力","职业技AP的最大值增加20，最大SP和灵巧提升20%
全职业技伤害增加50%","7069:万职极尽的工匠（Lv20）","","999"
"9871","英雄王の証","マスターアビリティ","特殊APの最大値が20上昇し、最大HP・最大SP・攻撃力が20%アップ
海賊技・ヒーロー技・王技・勇者技のダメージが50%アップ","7070:英雄王（Lv20）","","0","英雄王的证明","大师能力","特殊AP的最大值增加20，最大HP・最大SP・攻击力增加20%
海贼技・英雄技・王技・勇者技的伤害增加50%","7070:英雄王（Lv20）","","999"
"9872","ジャッジメントの証","マスターアビリティ","全APの最大値が10上昇し、全能力が20%アップ
白魔法・聖技・カオスのダメージが50%アップ","7071:ジャッジメント（Lv20）","","0","审判者的证明","大师能力","所有AP的最大值增加10，所有能力增加20%
白魔法・圣技・混沌的伤害增加50%","7071:审判（Lv20）","","999"
"9873","ワールドブレイカーの証","マスターアビリティ","全APの最大値が10上昇し、全能力が20%アップ
黒魔法・闇技・カオスのダメージが50%アップ","7072:ワールドブレイカー（Lv20）","","0","世界破坏者的证明","大师能力","所有AP的最大值增加10，所有能力增加20%
黑魔法・暗技・混沌的伤害增加50%","7072:世界破坏者（Lv20）","","999"
"9874","職無キ者の証","マスターアビリティ","全APの最大値が10上昇し、全能力が20%アップ
全スキルのダメージが50%アップ","7077:職無キ者（Lv20）","","0","无职者的证明","大师能力","所有AP的最大值增加10，所有能力增加20%
所有技能的伤害增加50%","7077:无职者（Lv20）","","999"
"9875","もんむす・くえすと！の証","マスターアビリティ","全APの最大値が20上昇し、全能力が30%アップ
全スキルのダメージが75%アップ","7078:もんむす・くえすと！（Lv20）","","0","勇者大战魔物娘！的证明","大师能力","所有AP的最大值增加20，所有能力增加30%
所有技能的伤害增加75%","7078:もんむす・くえすと！（Lv20）","","999"
"9876","魔神の証","マスターアビリティ","特殊APの最大値が5上昇
鎌技・聖技・闇技ダメージが10%アップ","","153:魔神（Lv10）","0","魔神的证明","大师能力","特殊AP的最大值增加5
镰技・圣技・暗技的伤害增加10%","","153:魔神（Lv10）","999"
"9877","超魔神の証","マスターアビリティ","特殊APの最大値が10上昇
鎌技・聖技・闇技・カオスダメージが20%アップ","","154:超魔神（Lv20）","0","超魔神的证明","大师能力","特殊AP的最大值增加10
镰技・圣技・暗技・混沌的伤害增加20%","","154:超魔神（Lv20）","999"
"9878","混沌の魔神の証","マスターアビリティ","特殊APの最大値が20上昇し、全能力が20%アップ
鎌技・聖技・闇技・カオスダメージが50%アップ","","7412:混沌の魔神（Lv20）","0","混沌的魔神的证明","大师能力","特殊AP的最大值增加20，所有能力增加20%
镰技・圣技・暗技・混沌的伤害增加50%","","7412:混沌的魔神（Lv20）","999"
"9879","ワームエンプレスの証","マスターアビリティ","魔法・特殊APの最大値が5上昇
黒魔法・召喚・触手技ダメージが20%アップ","","157:ワームエンプレス（Lv20）","0","蠕虫女皇的证明","大师能力","魔法・特殊AP的最大值增加5
黑魔法・召唤术・触手技的伤害增加20%","","157:蠕虫女皇（Lv20）","999"
"9880","万魔の宿主の証","マスターアビリティ","魔法・特殊APの最大値が10上昇、最大MPと魔力が20%アップ
黒魔法・召喚・触手技ダメージが50%アップ","","7413:万魔の宿主（Lv20）","0","万魔之宿主的证明","大师能力","魔法・特殊AP的最大值增加10，最大MP和魔力提升20%
黑魔法・召唤术・触手技伤害提升50%","","7413:万魔之宿主（Lv20）","999"
"9881","魔王の証","マスターアビリティ","戦技・特殊APの最大値が5上昇
尖剣技・闇技・魔技ダメージが20%アップ","","166:魔王（Lv20）","0","魔王的证明","大师能力","战技・特殊AP的最大值增加5
尖剑技・暗技・魔技伤害提升20%","","166:魔王（Lv20）","999"
"9882","大魔王の証","マスターアビリティ","戦技・特殊APの最大値が10上昇、攻撃力と素早さが20%アップ
尖剣技・闇技・魔技ダメージが50%アップ","","7414:大魔王（Lv20）","0","大魔王的证明","大师能力","战技・特殊AP的最大值增加10，攻击力和敏捷提升20%
尖剑技・暗技・魔技伤害提升50%","","7414:大魔王（Lv20）","999"
"9883","妖怪王の証","マスターアビリティ","職技・特殊APの最大値が5上昇
刀技・棍技・鎌技・多武器技・陰陽術・魔技ダメージが20%アップ","","174:妖怪王（Lv20）","0","妖怪王的证明","大师能力","职业技・特殊AP的最大值增加5
刀技・棍技・镰技・多武器技・阴阳术・魔技伤害提升20%","","174:妖怪王（Lv20）","999"
"9884","マガツオオミカミの証","マスターアビリティ","職技・特殊APの最大値が10上昇、最大SPと攻撃力が20%アップ
刀技・棍技・鎌技・多武器技・陰陽術・魔技ダメージが50%アップ","","7415:マガツオオミカミ（Lv20）","0","祸津大御神的证明","大师能力","职业技・特殊AP的最大值增加10，最大SP和攻击力提升20%
刀技・棍技・镰技・多武器技・阴阳术・魔技伤害提升50%","","7415:祸津大御神（Lv20）","999"
"9885","リリスナイトメアの証","マスターアビリティ","魔法・特殊APの最大値が5上昇
淫技・サイコ・自然感応ダメージが20%アップ","","183:リリスナイトメア（Lv20）","0","莉莉丝梦魇的证明","大师能力","魔法・特殊AP的最大值增加5
淫技・念动・自然感应伤害提升20%","","183:莉莉丝梦魇（Lv20）","999"
"9886","バビロンの大淫婦の証","マスターアビリティ","魔法・特殊APの最大値が10上昇、素早さと器用さが20%アップ
淫技・サイコ・自然感応ダメージが50%アップ","","7416:バビロンの大淫婦（Lv20）","0","巴比伦的大淫妇的证明","大师能力","魔法・特殊AP的最大值增加10，敏捷和灵巧提升20%
淫技・念动・自然感应伤害提升50%","","7416:巴比伦的大淫妇（Lv20）","999"
"9887","ドラキュリーナの証","マスターアビリティ","職技・特殊APの最大値が5上昇
短剣技・黒魔法・忍術・魔技ダメージが20%アップ","","193:ドラキュリーナ（Lv20）","0","德古莉娜的证明","大师能力","职业技・特殊AP的最大值增加5
短剑技・黑魔法・忍术・魔技伤害提升20%","","193:德古莉娜（Lv20）","999"
"9888","神祖の証","マスターアビリティ","職技・特殊APの最大値が10上昇、攻撃力と魔力が20%アップ
短剣技・黒魔法・忍術・魔技ダメージが50%アップ","","7417:神祖（Lv20）","0","神祖的证明","大师能力","职业技能・特殊AP的最大值增加10，攻击力和魔力提升20%
短剑技・黑魔法・忍术・魔技伤害增加50%","","7417:神祖（Lv20）","999"
"9889","伝説の神魚の証","マスターアビリティ","魔法・特殊APの最大値が5上昇
白魔法・海賊技・商技・歌う・海技ダメージが20%アップ","","202:伝説の神魚（Lv20）","0","传说之神鱼的证明","大师能力","魔法・特殊AP的最大值增加5
白魔法・海贼技・商技・歌唱・海技伤害增加20%","","202:传说之神鱼（Lv20）","999"
"9890","ワールドドロウンの証","マスターアビリティ","魔法・特殊APの最大値が10上昇、魔力と精神力が20%アップ
白魔法・海賊技・商技・歌う・海技ダメージが50%アップ","","7418:ワールドドロウン（Lv20）","0","世界沉没者的证明","大师能力","魔法・特殊AP的最大值增加10，魔力和精神力提升20%
白魔法・海贼技・商技・歌唱・海技伤害增加50%","","7418:世界沉没者（Lv20）","999"
"9891","アルフ神族の証","マスターアビリティ","戦技・特殊APの最大値が5上昇
弓技・魔法剣・自然感応ダメージが20%アップ","","213:アルフ神族（Lv20）","0","亚尔夫神族的证明","大师能力","战技・特殊AP的最大值增加5
弓技・魔法剑・自然感应伤害增加20%","","213:亚尔夫神族（Lv20）","999"
"9892","アンゴルモアの証","マスターアビリティ","戦技・特殊APの最大値が10上昇、最大SPと器用さが20%アップ
弓技・魔法剣・自然感応ダメージが50%アップ","","7419:アンゴルモア（Lv20）","0","安哥尔摩亚的证明","大师能力","战斗技能・特殊AP的最大值增加10，最大SP和灵巧提升20%
弓技・魔法剑・自然感应伤害增加50%","","7419:安哥尔摩亚（Lv20）","999"
